用户名,评论时间,评论内容,评分,赞同数,情感
发际线靠后,2022/7/12 17:33,就这个环境下，能拍成这样相当不错了。,40,0,1
Spy Liu??,2022/11/15 22:01,还算是在预算范围里面把故事讲好了，动作戏还算不错的。,30,1,1
yo,2022/7/25 1:51,动作戏尚可,30,0,1
oranges,2022/7/3 10:38,"《座头市》+《浪客剑心》的设定，服装道具、动作设计也偏向日本剑戟片，要不找些日本演员得了...
好在故事还算流畅紧凑，摄影也不错。
谢苗配音（不知道是否是他原声）略微出戏，女主演技堪称灾难",30,1,1
Sundance小千,2022/7/9 20:11,张彻内核的复仇武侠片，有座头市的影子，故事简单，一路杀杀杀，可以说是网大制作天花板了。,40,0,1
点击即刻爆炸,2022/6/5 23:46,动作真好看，剧情太多问题了。,30,0,1
发呆中,2022/6/20 22:47,先说缺点：打戏没力道，影楼风建筑和5毛特效也感人，除了男主和宇文英其他演员们也比较素人。但是美学、台词和武侠感可以。作为一部小成本网大，单单能讲好一个故事这一点，就比近几年的国产商业电影好太多。ps:极限一换一，最后宇文英竟死得那么快，有点可惜。,30,0,1
龙王良马,2023/1/15 12:21,有东西，但又没那么多东西，刚上的时候鼓励了很多五星，现在不需要热度了，我可以稳当的打个三星了。,30,0,1
花都满,2022/7/17 15:57,中国网大请照着这个方向卷,40,1,1
GAKI,2022/7/10 22:13,3.5，虽然74分钟，但是完成度很高，感觉很好，尤其划剑出火那一场打斗很帅，整体的武打场面都很好看，近年来少有的干净利落的武侠电影。,30,1,1
逆转命运的一年,2022/6/3 20:36,有几个场景仿佛看到了8，90年代香港武侠片江湖感的残影，夕阳，瘦马，野火，酒壶，残剑，漫天飞雪，孤独旁白，徐克，李仁港的既视感，但故事什么的就真的一塌糊涂。但网大做到这种水平已经很惊喜了，比某些上星剧的制作都精致。,30,7,1
金玉宝,2022/6/3 12:56,"拳拳到肉的武打场景，娴熟流畅的刀马功底，不愧是武打童星出身！
想来大家对谢苗的印象大多是他和李连杰一起出演的那部电影，甚至可以说是记忆犹新。长大后的他却渐渐消失在观众的眼中，直到《目中无人》，尤其是“雨夜遇袭”的打斗场面，让人再次感受到了谢苗的武打功底，以及精湛演技。故事的开始，弱质女流新婚之日惨遭灭门，盲眼剑客因缘际会之下为了一句公道，起了怜悯之心，却逐渐被卷入一场势力庞大的黑暗争斗之中，他的身份来历也慢慢的被揭开……
其实在谢苗的身上，有一股演艺圈很难得的硬汉劲儿。《目中无人》的武打场面也因此变得非常值得一看。在如今老一辈武打明星渐渐隐退的大背景下，希望《目中无人》能够再掀起一些波澜。",40,3,1
tiiiiin,2022/6/27 13:32,"腔调氛围拿住了。武打场面也不差。
剧情比较平淡，但整体很流畅。
配角们的表演可以再提高提高。",40,0,1
万户,2023/3/1 16:08,作为网大确实是探索了一条武侠电影的模式，90 min 内的时长，故事尽量简单些，也许是以后武侠的新出路。,40,0,1
张玖漓,2022/6/3 17:41,抄作文座头市，不及格,20,18,0
Lethal  Point,2022/6/4 17:48,谢苗可惜了，个人确实是锐意进取，奈何拿不到好资源只能常年在网大里打滚。继去年的东北版《致命武器》后又来部中唐版《座头市》。打戏非常流畅服化道运镜及格线以上就是剧本太老套，叙事和人物弧光不完整。这题材再打磨下可以更好的……,30,3,1
zzfznp,2022/7/17 22:35,盲侠座头乙。设定才是最无敌的，这电影里设定成乙无敌，有没有眼睛跟琦玉有没有头发一样无关紧要。宇文拿箭射人这个手法和2010年看的《十三刺客》里也是一样，那部片血腥得多，三池崇史的暴力风格。看完才知道成乙是谢苗，完全认不出来。,30,1,1
雾都一枝花儿,2023/2/4 0:39,郭富城和杜鹃跳舞那一整段，也太像德芙巧克力广告了吧??,20,677,0
popo,2023/2/4 13:30,散是满天星（指细节），聚是一坨屎（指主线）,30,1632,1
jjjjijjji,2023/2/4 16:25,太像b站那些港风滤镜的剪辑合集了,30,687,1
手可摘星辰,2023/2/4 16:35,这是踢踏舞纯情少男养成记？脏活老婆干，还搞个燕燕类愉的狗血初恋和情人的替身文学，谈着恋爱突然印度跳舞进雨中曲，然后又花样年华和春光乍泄，给郭富城床戏时候的大肚子好几个特写，是觉得自己特化很牛炫耀一下？主角的三角恋太离谱！郭富城梁朝伟开枪互射那里真的笑出声，那个脚丫子踩脸的镜头要表达啥？枪火下的纯真？看得我如坐针毡如芒在背如鲠在喉，这么好的卡司就搞出这么垃圾的电影，唯一一个优点就是年轻演员长得很像郭富城，流水账的剧情2个多小时的片长，太难熬了。,10,489,0
Momoss,2022/8/15 23:39,珍贵的映像，极致的浪漫。男人致死是少年。人这一生，忘不掉的，留不住的。一个白月光，一个朱砂痣。人面不知何处去，桃花依旧笑春风。百年际遇，过眼云烟。,50,265,1
鐵馬冰河,2023/2/4 14:22,一个很有意思的现象，无名的剧情时间线是打乱的，但剪辑很顺畅，而风再起时的时间线是顺序的，剪辑却很混乱。,20,337,0
不留痕迹,2023/2/4 12:49,有很多值得吐槽的地方，比如四不像的类型、混乱的叙事甚至糟糕的人物设定，你永远无法理解为啥枭雄片也可以拍成三角恋。看得出翁子光想用《一代宗师》的方式以几个人物串联起香港几十年的历史，可惜只学到了浪漫的外形，却没能学到墨镜王见众生的魂魄，所以电影的人物总是和背景游离。但导演太懂得利用两位影帝的个人魅力了，伟仔弹琴城城跳舞，这比拍他俩枪战要好看太多，从这一点上他又做的很对。原来四大探长的传奇都是幌子，导演想拍的风从来不是腥风血雨，而是风流梦，他对香港真的爱的深沉。,40,452,1
C。,2022/8/16 11:26,多一星给伟仔，救命，滥用的慢镜头造成的廉价mv感什么都救不了，date都吐槽杜鹃根本就不会演戏永远都一个表情。,30,537,1
糖右右,2022/8/16 8:06,4星。两个多小时想展现香港历史，剧情真的好赶，还有点子莫名其妙，又想花样年华又想无间道的…但是演员配乐真的很棒！,40,335,1
凹凸代餐,2023/2/4 16:25,没有呼吸感的影像，精美但令人疲惫，每一分每一秒都按着观众的头“看，我的调度多牛逼！”“看，我勾勒的时代多恢弘！”,30,294,1
阿暖,2023/2/5 13:20,最大的问题是你感受不到这部电影的主题，好像只是用一种很漂亮的方式，把两位主角的一生平铺直叙地讲了一遍，可是再漂亮也没有灵魂，人物的躯壳里缺乏那个根源的、决定性的东西。追龙的故事拍了这么多遍，翁子光的贡献是什么呢？只是慢镜头和漂亮的调度吗？导演的女性观念从《踏血寻梅》至今似乎也没有任何改变。当他反复拍摄梁朝伟在办公室里独自跳舞的时候，这真是一个男性创作者的自我陶醉，他将无法得到的女人供上神坛，他所谓的爱情不过是一种对于权力的、懦弱的想象。,30,227,1
kinder23,2022/8/15 23:27,#HKIFF46 终于在电影节上首映，估计离正式上映不远了，但应该都要降低期待值了。翁子光恐怕太喜欢王家卫，这部电影处处可见模仿痕迹，可这么一个双雄故事变调成《春光乍泄》和《花样年华》就不太着调了。故事没好好说就一顿摆姿势摆镜头玩调度，美是美的，但细想就是浪费时间……电影的“戏点”在郭富城，但着墨较少、藏在背后的梁朝伟显然更迷人，而这部由两位影帝+杜鹃参演的电影，本该呈现得比现在好很多。,30,241,1
??娘卷卷??,2023/2/4 12:41,拍得挺好以后别拍了。（全程想搞死郭富城，我不李姐，but许冠文yyds！）,0,111,0
胖彼得与狼,2022/8/17 11:55,HKIFF 46；有幸成为第一波儿在大银幕上而且是IMAX看这部的观众。又一次在银幕上看到托尼老师的表演，听到熟悉的声音独白，很满足。影片受到墨镜的影响很明显，杜鹃的形象设计和镜头处理很像《花样年华》中的苏丽珍，而托尼抽烟的状态仿佛重演了周慕云。几段文字插入，水坛，时代感的营造像是在看《一代宗师》。可是墨镜的优点在于把一个简单的故事讲的很充实，而不是把一个复杂故事讲的碎片化。导演在本片的类型定位上较为模糊。流畅性不如《追龙》那样紧凑，但好在制作更细腻精致。,30,117,1
收到请回复（,2023/2/4 12:30,点映，我应该是大陆最早一批看到这电影的人了，俩小时的片子像两个世纪一样漫长，看的我直敲太阳穴。故事讲的不明不白，两位男主的对抗戏拍的若即若离、云里雾里，让我一头雾水；女主的感情戏更是匪夷所思，当贤内助也就罢了，渣男都出轨吸鸦片了，还不离不弃，何苦自己剥削自己，“电影可以还原历史，但是是拍给现在的人看的，要服务于当今的时代观念。”。有人说电影遇到了严苛的审核，所以导致成片不佳，我确实在里面看到了不少敏感的东西：性爱、国党、吸毒……影片里没有一个好人，而一纸特赦免去了他们所有的罪行，最后幸福终老，演职员名单前也没加几行小字，这种叙事我还是从来没有在影院见过，他标志着一种新的可能性。但有敏感内容便是好嘛？是无奈妥协还是噱头恐怕只有导演知道，反正我没觉得这些情节起到了应有的功用。,20,368,0
大奇特(Grinch),2023/2/3 22:29,不拍枭雄拍时代，不是类型是造梦，格局打开，诗意澎湃。在史实的基础上，发挥浪漫主义想象，试图洞悉历史的幽微。有意淡化吕、蓝的枭雄色彩，集中于他们的发迹与罗曼史。避免了与九〇年代港产枭雄片的雷同，却有王家卫式风格的影调。篇幅虽有143分钟，还是显短，只能是浮光掠影，尤其年代的跳跃是要追剧情的，叙事有断裂感，罗曼史倒可以慢下来稍作停留。镜头很贴演员，表演得到最大检视。有些回忆、幻觉和睹物思人的戏，像各式各样的梦，总会忘记，但那个瞬间会记得。许冠文的英文总结性陈词很精彩，和《抢钱夫妻》那段一气呵成的Last Tango异曲同工。,40,252,1
雲山琳琅,2022/8/15 23:48,有大製作的幾個通病 但是痴咗線? 我第一次覺得兒女情長這麼好看?? 也是結結實實地嗑到了? 同人文都不敢這麼寫！  偉仔喊咗幾次我就喊咗幾次?? 性別意識是差的但是鏡頭表達是好看的（雖然有幾段真是頂唔L順）  在想的是李/杜/曾的角色在本地的女演員群裡就當真沒有合適的人選嗎？我覺得顯然不是的  都只是因為「男人戲」功能化了女演員 男主的人格有多豐富女主就有多功能化 仲有 這麼多「常看常新」的對白真的看得心塞 和一些「唔好俾我知呢段配樂係邊個唱」的時刻 all in all 我竟然會想再看（雖然能預見到結果是受不了男性自信的外現） 為了氣氛加半星  雖然郭富城的毛孔 巨大無比（對不起   字幕都錯到離譜 credits也是,40,216,1
i-Kuma,2022/11/27 21:12,开头十分钟我寻思这片怪不得有岑建勋，涉及到以前港片不会谈及的英殖时期的各种政治和社会危机，还有点期待。结果后面140分钟坐如针毡，人物莫名其妙、台词、编剧、女性角色都单薄无比。音乐cheesy到爆！以后赠票也不看港片了，再见??,20,255,0
王侯将相,2022/8/16 0:03,唯美艺术，难得的一部香港年代味的片子，不同于那些爆米花港片，几大主演都发挥的很好，是一部需要多刷的电影，很多细节和桥段都有伏笔。,50,177,1
may,2023/2/4 22:44,想讲一百件事儿，一百件都没讲好。其中不乏《春光乍泄》《雨中曲》《花样年华》《美国往事》《罗曼蒂克消亡史》，继音乐裁缝之后，头次见电影裁缝。,30,105,1
奇爱博士,2023/2/4 22:17,这部电影让我真切感受到，一个导演是怎么调动他自己所能调动的一切审美、记忆乃至是生命能量，掏心掏肺地、十分刻苦地以电影化的技巧去记录和诉说“我城”的历史和故事。这是属于翁子光的“香港往事”，更是一颗弥足珍贵的时光胶囊。,40,92,1
我爱鲭鱼小姐,2023/2/4 23:56,结束的那一刻解脱了,20,206,0
拜见冥王,2023/2/3 22:34,聊娄烨时聊过其叙事中的一组矛盾：时代之硬与情爱之软。《风再起时》也犯了这个毛病。影片借四大探长来讲述香港情结，各类拿来主义式的影像让影迷们怀想起王家卫、杜琪峰、关锦鹏的光影表述。然而，《花样年华》的情爱戏码削弱了风云诡谲时代变迁下的双雄对决，使得警匪扫黑权谋的部分节奏过快，而感情戏铺成得又过于细腻。这让观众在“风再起时”的孤勇与“风归何处”的哀叹中抓不住重点。不过熟悉那段历史背景的观众，估计能很好地把握片中情感与地缘的对应关系：磊乐忘不了日殖期间的小瑜，痛苦地戒鸦片（与英划清界限）；南江与他争夺的除了明面上的地盘、势力、金钱外，还有那个来自上海的女人（港陆的精神港湾）。黑警犯罪的皮囊下，依旧是一曲港人的悲哀：乱哄哄你方唱罢我登场，钱都进了鬼佬的腰包，至于上海，依旧是港人无法抵达的耶路撒冷。,40,102,1
